profile_id,profile,profile_enabled,enabled,bin_index,R,rate,start,duration,n_bins,r_min,r_max,gain
0,Negative-R region,1,1,276,-0.6342857142857143,3.187297619980571,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,277,-0.6257142857142854,3.1499934896496424,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,278,-0.617142857142857,3.110357944719417,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,279,-0.6085714285714285,3.068352112801284,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,280,-0.6000000000000001,3.0239316611112743,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,281,-0.5914285714285712,2.977046628399535,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,282,-0.5828571428571427,2.9276412208267475,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,283,-0.5742857142857143,2.875653569781782,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,284,-0.5657142857142854,2.8210154491430597,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,285,-0.5571428571428569,2.763651948920552,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,286,-0.5485714285714285,2.7034811015674505,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,287,-0.54,2.6404134565103043,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,288,-0.5314285714285711,2.5743515975899234,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,289,-0.5228571428571427,2.505189597106368,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,290,-0.5142857142857142,2.4328123989827977,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,291,-0.5057142857142858,2.3570951221528897,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,292,-0.4971428571428569,2.2779022735727326,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,293,-0.48857142857142843,2.1950868581774388,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,294,-0.48,2.1084893705366605,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,295,-0.4714285714285711,2.017936649778774,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,296,-0.46285714285714263,1.9232405753840067,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,297,-0.4542857142857142,1.8241965764999948,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,298,-0.44571428571428573,1.7205819213139084,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,299,-0.43714285714285683,1.612153745610928,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,300,-0.4285714285714284,1.4986467711096816,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,301,-0.41999999999999993,1.3797706554012663,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,302,-0.4114285714285715,1.2552069090040279,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,303,-0.4028571428571426,1.124605317824832,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,304,-0.39428571428571413,0.9875798358194353,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,305,-0.3857142857142857,0.8437039915673752,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,306,-0.3771428571428572,0.6925051977202157,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,307,-0.36857142857142833,0.5334406210103567,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,308,-0.3599999999999999,0.36595959025999136,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,309,-0.3514285714285714,0.1894338094259138,0.0,0.19693793171894836,701,-3.0,3.0,1.0
0,Negative-R region,1,1,310,-0.3428571428571425,0.003270089344063548,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,478,1.097142857142857,1.3056677730165467,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,479,1.1057142857142859,3.314764031439127,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,480,1.1142857142857148,4.830177172811282,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,481,1.1228571428571428,6.057933040563732,0.0,0.19693793171894836,701,-3.0,3.0,1.0
