bin_index,R,planned_base_exposure,delivered_base_exposure
687,2.888571428571429,0.0,0.0
688,2.8971428571428577,0.0,0.0
689,2.9057142857142857,0.0,0.0
690,2.9142857142857146,0.0,0.0
691,2.9228571428571435,0.0,0.0
692,2.9314285714285715,0.0,0.0
693,2.9400000000000004,0.0,0.0
694,2.9485714285714293,0.0,0.0
695,2.9571428571428573,0.0,0.0
696,2.965714285714286,0.0,0.0
697,2.974285714285714,0.0,0.0
698,2.982857142857143,0.0,0.0
699,2.991428571428572,0.0,0.0
700,3.0,0.0,0.0
